user_id,axis1_kmeans_label,axis2_kmeans_label,axis3_kmeans_label,axis4_kmeans_label
USR-13302,,,Traveler,Casual
USR-13303,Aggressive,Entry,Traveler,Casual
USR-13304,Aggressive,Entry,Essential spender,Power user
USR-13305,Moderate,Entry,Traveler,Casual
USR-13306,Conservative,Affluent,Family/Home,Power user
USR-13307,Moderate,Growing,Status spender,Power user
USR-13308,Distressed,Entry,Traveler,Casual
USR-13309,,,Traveler,Casual
USR-13310,,,Traveler,Casual
USR-13311,Aggressive,Entry,Traveler,Casual
USR-13312,Conservative,Affluent,Traveler,Power user
USR-13313,Distressed,Entry,Traveler,Casual
USR-13314,Distressed,Entry,Tech/Digital native,Casual
USR-13315,,,Traveler,Casual
USR-13316,Aggressive,Entry,Traveler,Casual
USR-13317,Aggressive,Entry,Traveler,
USR-13318,Conservative,Affluent,Family/Home,Power user
USR-13319,,,Family/Home,Casual
USR-13320,Distressed,Entry,Traveler,Power user
USR-13321,,,Traveler,Power user
USR-13322,Distressed,Entry,Traveler,Casual
USR-13323,,,Traveler,Casual
USR-13324,Moderate,Entry,Traveler,Casual
USR-13325,,,Tech/Digital native,Casual
USR-13326,Distressed,Entry,Traveler,Power user
USR-13327,,,Family/Home,Power user
USR-13328,Conservative,Affluent,Family/Home,Power user
USR-13329,,,Traveler,At-risk
USR-13330,Aggressive,Entry,Essential spender,Casual
USR-13331,,,Traveler,At-risk
USR-13332,Conservative,Growing,Status spender,Power user
USR-13333,Conservative,Affluent,Family/Home,Power user
USR-13334,,,Traveler,At-risk
USR-13335,Moderate,Affluent,Traveler,Power user
USR-13336,,,Traveler,Power user
USR-13337,Aggressive,Entry,Traveler,Power user
USR-13338,Conservative,Entry,Family/Home,Power user
USR-13339,,,Traveler,Dormant
USR-13340,Aggressive,Entry,Traveler,Power user
USR-13341,Aggressive,Entry,Tech/Digital native,Casual
USR-13342,,,Traveler,Casual
USR-13343,Aggressive,Growing,Status spender,Power user
USR-13344,Aggressive,Entry,Traveler,Casual
USR-13345,Conservative,Entry,Family/Home,Casual
USR-13346,Distressed,Entry,Traveler,Casual
USR-13347,Conservative,Affluent,Family/Home,Power user
USR-13348,,,Traveler,Casual
USR-13349,,,Traveler,Casual
USR-13350,,,Family/Home,Casual
USR-13351,,,Traveler,Power user
USR-13352,,,Essential spender,Casual
USR-13353,Distressed,Entry,Traveler,Casual
USR-13354,Moderate,Entry,Foodie/Social,Dormant
USR-13355,Conservative,Affluent,Status spender,Power user
USR-13356,,,Traveler,At-risk
USR-13357,Aggressive,Entry,Traveler,Power user
USR-13358,Aggressive,Entry,Traveler,Casual
USR-13359,Moderate,Entry,Essential spender,Casual
USR-13360,Conservative,Entry,Tech/Digital native,Power user
USR-13361,Moderate,Growing,Status spender,Power user
USR-13362,Conservative,Growing,Status spender,Power user
USR-13363,Aggressive,Entry,Traveler,Power user
USR-13364,,,Traveler,At-risk
USR-13365,Distressed,Entry,Traveler,Power user
USR-13366,,,Traveler,Power user
USR-13367,Moderate,Established,Family/Home,Power user
USR-13368,Conservative,Established,Family/Home,Power user
USR-13369,Distressed,Entry,Traveler,Casual
USR-13370,Conservative,Established,Family/Home,Power user
USR-13371,,,Foodie/Social,
USR-13372,Moderate,Entry,Traveler,Power user
USR-13373,Conservative,Established,Family/Home,Power user
USR-13374,Aggressive,Entry,Tech/Digital native,Power user
USR-13375,Moderate,Entry,Tech/Digital native,Casual
USR-13376,Conservative,Entry,Traveler,Casual
USR-13377,Distressed,Entry,Traveler,Casual
USR-13378,,,Tech/Digital native,Casual
USR-13379,,,Tech/Digital native,Casual
USR-13380,Conservative,Growing,Status spender,Power user
USR-13381,Conservative,Entry,Tech/Digital native,Casual
USR-13382,Aggressive,Entry,Essential spender,
USR-13383,Distressed,Entry,Traveler,Casual
USR-13384,Aggressive,Entry,Tech/Digital native,Casual
USR-13385,Conservative,Entry,Family/Home,Casual
USR-13386,,,Traveler,Dormant
USR-13387,Conservative,Entry,Traveler,Power user
USR-13388,,,Essential spender,Casual
USR-13389,Aggressive,Entry,Essential spender,Casual
USR-13390,Conservative,Established,Family/Home,Power user
USR-13391,Aggressive,Growing,Status spender,Power user
USR-13392,Distressed,Entry,Traveler,Casual
USR-13393,Distressed,Entry,Traveler,Power user
USR-13394,Aggressive,Entry,Essential spender,Power user
USR-13395,Conservative,Entry,Traveler,Casual
USR-13396,Conservative,Entry,Tech/Digital native,Casual
USR-13397,Conservative,Entry,Traveler,Power user
USR-13398,Aggressive,Growing,Status spender,Casual
USR-13399,,,Essential spender,Casual
USR-13400,Conservative,Affluent,Family/Home,Power user
USR-13401,,,Family/Home,Power user
USR-13402,,,Traveler,Dormant
USR-13403,Aggressive,Entry,Traveler,Dormant
USR-13404,Moderate,Established,Family/Home,Power user
USR-13405,Moderate,Growing,Status spender,Casual
USR-13406,,,Traveler,At-risk
USR-13407,Distressed,Entry,Traveler,Casual
USR-13408,,,Status spender,Casual
USR-13409,,,Traveler,Casual
USR-13410,Conservative,Entry,Traveler,Power user
USR-13411,Conservative,Growing,Status spender,Power user
USR-13412,Conservative,Established,Family/Home,Power user
USR-13413,,,Family/Home,Power user
USR-13414,,,Family/Home,Power user
USR-13415,Aggressive,Entry,Tech/Digital native,Power user
USR-13416,,,Traveler,Casual
USR-13417,Conservative,Established,Family/Home,Power user
USR-13418,Conservative,Entry,Family/Home,Power user
USR-13419,,,Traveler,Dormant
USR-13420,,,Family/Home,Power user
USR-13421,Distressed,Entry,Traveler,Casual
USR-13422,Aggressive,Entry,Essential spender,Casual
USR-13423,Distressed,Entry,Traveler,Casual
USR-13424,Moderate,Affluent,Family/Home,Power user
USR-13425,,,Tech/Digital native,Casual
USR-13426,Moderate,Entry,Tech/Digital native,Power user
USR-13427,Aggressive,Entry,Tech/Digital native,Power user
USR-13428,,,Traveler,Dormant
USR-13429,,,Traveler,Casual
USR-13430,Aggressive,Entry,Traveler,Power user
USR-13431,Aggressive,Entry,Traveler,Power user
USR-13432,,,Family/Home,Casual
USR-13433,Moderate,Established,Family/Home,Power user
USR-13434,,,Essential spender,Casual
USR-13435,Aggressive,Growing,Status spender,Power user
USR-13436,Aggressive,Entry,Tech/Digital native,Power user
USR-13437,Conservative,Growing,Status spender,Power user
USR-13438,Moderate,Entry,Family/Home,Casual
USR-13439,Distressed,Entry,Traveler,Power user
USR-13440,Aggressive,Growing,Status spender,Power user
USR-13441,Moderate,Entry,Traveler,Power user
USR-13442,,,Traveler,Dormant
USR-13443,,,Traveler,Casual
USR-13444,,,Essential spender,Casual
USR-13445,Distressed,Entry,Traveler,Casual
USR-13446,Conservative,Entry,Status spender,Power user
USR-13447,Distressed,Entry,Traveler,Casual
USR-13448,,,Traveler,Dormant
USR-13449,Aggressive,Entry,Traveler,Power user
USR-13450,,,Traveler,Power user
USR-13451,Moderate,Entry,Essential spender,Power user
USR-13452,,,Tech/Digital native,Casual
USR-13453,,,Traveler,Casual
USR-13454,,,Family/Home,Power user
USR-13455,Moderate,Entry,Traveler,Power user
USR-13456,Conservative,Affluent,Family/Home,Power user
USR-13457,Conservative,Growing,Status spender,Power user
USR-13458,Moderate,Growing,Status spender,Power user
USR-13459,Aggressive,Entry,Traveler,Casual
USR-13460,Aggressive,Entry,Essential spender,Casual
USR-13461,Moderate,Entry,Traveler,Dormant
USR-13462,Distressed,Entry,Traveler,Casual
USR-13463,Aggressive,Entry,Tech/Digital native,Casual
USR-13464,Moderate,Entry,Traveler,Casual
USR-13465,Aggressive,Growing,Status spender,Power user
USR-13466,Moderate,Entry,Family/Home,
USR-13467,Conservative,Established,Traveler,
USR-13468,Aggressive,Entry,Essential spender,Casual
USR-13469,Moderate,Entry,Traveler,Power user
USR-13470,,,Traveler,At-risk
USR-13471,,,Traveler,Casual
USR-13472,,,Foodie/Social,Dormant
USR-13473,Distressed,Entry,Traveler,Casual
USR-13474,,,Family/Home,Casual
USR-13475,,,Traveler,Dormant
USR-13476,Moderate,Entry,Traveler,Power user
USR-13477,Moderate,Entry,Tech/Digital native,Casual
USR-13478,Conservative,Entry,Traveler,Power user
USR-13479,Moderate,Established,Family/Home,Power user
USR-13480,Conservative,Entry,Tech/Digital native,Casual
USR-13481,,,Essential spender,Casual
USR-13482,,,Essential spender,Casual
USR-13483,Distressed,Entry,Traveler,Casual
USR-13484,,,Traveler,Casual
USR-13485,,,Traveler,Casual
USR-13486,Moderate,Growing,Status spender,Casual
USR-13487,Distressed,Entry,Traveler,Power user
USR-13488,Moderate,Growing,Status spender,Power user
USR-13489,Aggressive,Entry,Traveler,Power user
USR-13490,Conservative,Entry,Essential spender,Power user
USR-13491,Moderate,Affluent,Family/Home,Power user
USR-13492,Moderate,Entry,Family/Home,
USR-13493,Moderate,Affluent,Family/Home,Power user
USR-13494,Conservative,Affluent,Family/Home,Power user
USR-13495,Distressed,Entry,Traveler,Casual
USR-13496,Aggressive,Entry,Traveler,Casual
USR-13497,Conservative,Growing,Status spender,Power user
USR-13498,,,Traveler,Dormant
USR-13499,Aggressive,Entry,Traveler,Power user
USR-13500,Distressed,Entry,Traveler,Casual
USR-13501,Conservative,Entry,Traveler,Power user
USR-13502,Moderate,Entry,Traveler,Power user
USR-13503,Aggressive,Growing,Status spender,Power user
USR-13504,,,Traveler,Casual
USR-13505,Conservative,Affluent,Traveler,Power user
USR-13506,Conservative,Established,Family/Home,Power user
USR-13507,Distressed,Entry,Traveler,Casual
USR-13508,Conservative,Entry,Traveler,Power user
USR-13509,,,Status spender,Casual
USR-13510,Moderate,Growing,Status spender,Power user
USR-13511,Aggressive,Entry,Essential spender,Casual
USR-13512,Aggressive,Entry,Traveler,Dormant
USR-13513,Aggressive,Entry,Tech/Digital native,Power user
USR-13514,,,Tech/Digital native,Casual
USR-13515,Aggressive,Entry,Essential spender,Power user
USR-13516,,,Tech/Digital native,Casual
USR-13517,Aggressive,Entry,Traveler,Casual
USR-13518,Moderate,Affluent,Family/Home,Power user
USR-13519,Conservative,Established,Family/Home,Power user
USR-13520,,,Traveler,Casual
USR-13521,,,Status spender,Casual
USR-13522,Distressed,Entry,Traveler,Casual
USR-13523,,,Tech/Digital native,Casual
USR-13524,,,Essential spender,Casual
USR-13525,Moderate,Entry,Traveler,Casual
USR-13526,Distressed,Entry,Traveler,Casual
USR-13527,Distressed,Entry,Traveler,Power user
USR-13528,Aggressive,Growing,Status spender,
USR-13529,Aggressive,Entry,Essential spender,Casual
USR-13530,Aggressive,Entry,Tech/Digital native,Casual
USR-13531,,,Traveler,At-risk
USR-13532,Distressed,Entry,Traveler,Casual
USR-13533,Aggressive,Entry,Tech/Digital native,Casual
USR-13534,Conservative,Established,Family/Home,Power user
USR-13535,,,Traveler,Dormant
USR-13536,,,Family/Home,Power user
USR-13537,,,Family/Home,Power user
USR-13538,Aggressive,Entry,Essential spender,Casual
USR-13539,Conservative,Established,Family/Home,Power user
USR-13540,Conservative,Entry,Family/Home,
USR-13541,,,Traveler,Casual
USR-13542,Distressed,Entry,Traveler,Casual
USR-13543,Moderate,Entry,Traveler,Power user
USR-13544,Moderate,Entry,Status spender,Power user
USR-13545,,,Essential spender,Casual
USR-13546,,,Family/Home,Casual
USR-13547,Distressed,Entry,Traveler,
USR-13548,,,Essential spender,Casual
USR-13549,Aggressive,Entry,Traveler,Power user
USR-13550,,,Family/Home,Casual
USR-13551,Conservative,Entry,Traveler,Power user
USR-13552,Aggressive,Growing,Status spender,Power user
USR-13553,Conservative,Established,Family/Home,Power user
USR-13554,,,Status spender,
USR-13555,Distressed,Entry,Traveler,Casual
USR-13556,,,Family/Home,Casual
USR-13557,,,Traveler,Dormant
USR-13558,Conservative,Entry,Traveler,Power user
USR-13559,Aggressive,Entry,Essential spender,Power user
USR-13560,Conservative,Entry,Traveler,Casual
USR-13561,,,Status spender,Casual
USR-13562,Aggressive,Entry,Traveler,Power user
USR-13563,Aggressive,Entry,Traveler,Power user
USR-13564,Conservative,Entry,Family/Home,Casual
USR-13565,Conservative,Affluent,Family/Home,Power user
USR-13566,Conservative,Entry,Family/Home,Power user
USR-13567,Conservative,Affluent,Family/Home,Power user
USR-13568,Conservative,Entry,Essential spender,Power user
USR-13569,Aggressive,Entry,Tech/Digital native,Power user
USR-13570,Distressed,Entry,Traveler,Casual
USR-13571,Moderate,Entry,Traveler,Power user
USR-13572,,,Traveler,Dormant
USR-13573,Conservative,Growing,Status spender,Power user
USR-13574,Conservative,Entry,Tech/Digital native,Casual
USR-13575,Conservative,Entry,Traveler,Casual
USR-13576,Aggressive,Entry,Tech/Digital native,Casual
USR-13577,Aggressive,Growing,Status spender,Power user
USR-13578,Aggressive,Entry,Traveler,Casual
USR-13579,Moderate,Entry,Traveler,Casual
USR-13580,,,Family/Home,Power user
USR-13581,Conservative,Growing,Status spender,Power user
USR-13582,Conservative,Affluent,Family/Home,Power user
USR-13583,Distressed,Entry,Traveler,Casual
USR-13584,Moderate,Growing,Status spender,Power user
USR-13585,Distressed,Entry,Traveler,Power user
USR-13586,Conservative,Entry,Traveler,Power user
USR-13587,Distressed,Entry,Traveler,Casual
USR-13588,,,Traveler,Dormant
USR-13589,Distressed,Entry,Traveler,
USR-13590,Moderate,Entry,Tech/Digital native,Power user
USR-13591,Distressed,Entry,Traveler,Power user
USR-13592,Moderate,Established,Family/Home,Power user
USR-13593,Moderate,Established,Family/Home,Power user
USR-13594,Conservative,Affluent,Family/Home,Power user
USR-13595,Distressed,Entry,Traveler,Casual
USR-13596,Aggressive,Growing,Status spender,Power user
USR-13597,Conservative,Affluent,Family/Home,Power user
USR-13598,Conservative,Affluent,Family/Home,Power user
USR-13599,Conservative,Entry,Traveler,Power user
USR-13600,Distressed,Entry,Traveler,Casual
USR-13601,Distressed,Entry,Traveler,Casual
USR-13602,Aggressive,Affluent,Family/Home,Power user
USR-13603,Conservative,Established,Family/Home,Power user
USR-13604,,,Essential spender,Casual
USR-13605,Conservative,Established,Family/Home,
USR-13606,Distressed,Entry,Traveler,At-risk
USR-13607,Conservative,Entry,Traveler,Casual
USR-13608,,,Family/Home,Power user
USR-13609,,,Foodie/Social,At-risk
USR-13610,Moderate,Entry,Traveler,Power user
USR-13611,Aggressive,Entry,Traveler,
USR-13612,Distressed,Entry,Traveler,Casual
USR-13613,Aggressive,Entry,Essential spender,Casual
USR-13614,,,Foodie/Social,At-risk
USR-13615,,,Family/Home,
USR-13616,,,Traveler,At-risk
USR-13617,Aggressive,Entry,Tech/Digital native,
USR-13618,Aggressive,Entry,Essential spender,Casual
USR-13619,,,Essential spender,Casual
USR-13620,Moderate,Affluent,Family/Home,Power user
USR-13621,Distressed,Entry,Traveler,Power user
USR-13622,Moderate,Growing,Status spender,Power user
USR-13623,,,Family/Home,Casual
USR-13624,,,Traveler,Casual
USR-13625,Aggressive,Entry,Traveler,Power user
USR-13626,,,Foodie/Social,At-risk
USR-13627,Aggressive,Entry,Essential spender,Power user
USR-13628,Conservative,Established,Family/Home,Power user
USR-13629,Moderate,Growing,Status spender,Casual
USR-13630,Conservative,Entry,Traveler,Power user
USR-13631,Conservative,Growing,Status spender,Power user
USR-13632,,,Traveler,Casual
USR-13633,,,Traveler,Casual
USR-13634,Aggressive,Entry,Tech/Digital native,Casual
USR-13635,Moderate,Entry,Essential spender,Casual
USR-13636,,,Tech/Digital native,Casual
USR-13637,Moderate,Entry,Traveler,Casual
USR-13638,Conservative,Entry,Traveler,Casual
USR-13639,,,Traveler,Dormant
USR-13640,Conservative,Affluent,Family/Home,Power user
USR-13641,Aggressive,Entry,Traveler,Power user
USR-13642,,,Tech/Digital native,Casual
USR-13643,Moderate,Growing,Status spender,Power user
USR-13644,Aggressive,Entry,Traveler,Power user
USR-13645,Aggressive,Growing,Status spender,Power user
USR-13646,Conservative,Entry,Traveler,Power user
USR-13647,Aggressive,Entry,Traveler,Power user
USR-13648,Conservative,Entry,Family/Home,Power user
USR-13649,Conservative,Entry,Tech/Digital native,Casual
USR-13650,Conservative,Established,Family/Home,Power user
USR-13651,Aggressive,Entry,Essential spender,Casual
USR-13652,,,Traveler,At-risk
USR-13653,Conservative,Entry,Traveler,At-risk
USR-13654,Conservative,Growing,Family/Home,Casual
USR-13655,Moderate,Entry,Tech/Digital native,Power user
USR-13656,Conservative,Entry,Family/Home,Power user
USR-13657,,,Essential spender,Casual
USR-13658,,,Traveler,Casual
USR-13659,Moderate,Entry,Traveler,Casual
USR-13660,,,Traveler,Dormant
USR-13661,Moderate,Affluent,Family/Home,Power user
USR-13662,Conservative,Entry,Traveler,Power user
USR-13663,,,Traveler,At-risk
USR-13664,Aggressive,Entry,Traveler,Power user
USR-13665,Moderate,Entry,Traveler,Casual
USR-13666,,,Foodie/Social,Dormant
USR-13667,Moderate,Growing,Status spender,Power user
USR-13668,Conservative,Established,Family/Home,
USR-13669,,,Family/Home,Power user
USR-13670,,,Family/Home,Casual
USR-13671,,,Foodie/Social,Casual
USR-13672,Aggressive,Entry,Tech/Digital native,Casual
USR-13673,Conservative,Entry,Essential spender,Casual
USR-13674,Moderate,Growing,Status spender,Power user
USR-13675,,,Traveler,Casual
USR-13676,,,Foodie/Social,At-risk
USR-13677,Moderate,Entry,Traveler,Casual
USR-13678,Aggressive,Entry,Tech/Digital native,Casual
USR-13679,,,Family/Home,Casual
USR-13680,Aggressive,Entry,Tech/Digital native,Casual
USR-13681,Distressed,Entry,Traveler,Power user
USR-13682,Conservative,Affluent,Family/Home,Power user
USR-13683,,,Status spender,
USR-13684,,,Foodie/Social,At-risk
USR-13685,Distressed,Entry,Traveler,Power user
USR-13686,Moderate,Entry,Essential spender,Power user
USR-13687,,,Traveler,Power user
USR-13688,,,Foodie/Social,At-risk
USR-13689,Conservative,Entry,Family/Home,Power user
USR-13690,,,Traveler,At-risk
USR-13691,Conservative,Entry,Traveler,Power user
USR-13692,Aggressive,Growing,Status spender,Power user
USR-13693,Aggressive,Entry,Tech/Digital native,Casual
USR-13694,Moderate,Growing,Status spender,Power user
USR-13695,,,Traveler,Dormant
USR-13696,,,Traveler,At-risk
USR-13697,,,Foodie/Social,At-risk
USR-13698,,,Traveler,At-risk
USR-13699,Moderate,Entry,Traveler,Power user
USR-13700,Conservative,Established,Family/Home,Power user
USR-13701,,,Tech/Digital native,Casual
USR-13702,,,Traveler,Casual
USR-13703,Aggressive,Entry,Traveler,Power user
USR-13704,Moderate,Entry,Traveler,Power user
USR-13705,Conservative,Growing,Status spender,Power user
USR-13706,Conservative,Affluent,Family/Home,Power user
USR-13707,,,Traveler,Casual
USR-13708,Distressed,Entry,Traveler,Casual
USR-13709,Aggressive,Entry,Essential spender,Power user
USR-13710,Moderate,Entry,Traveler,Power user
USR-13711,Moderate,Entry,Essential spender,Casual
USR-13712,,,Essential spender,Casual
USR-13713,Moderate,Established,Family/Home,Power user
USR-13714,,,Family/Home,Power user
USR-13715,,,Family/Home,Casual
USR-13716,Distressed,Entry,Traveler,Power user
USR-13717,,,Traveler,Casual
USR-13718,,,Traveler,Casual
USR-13719,,,Traveler,Dormant
USR-13720,,,Traveler,Dormant
USR-13721,Moderate,Entry,Traveler,Power user
USR-13722,Conservative,Growing,Status spender,Power user
USR-13723,Distressed,Entry,Traveler,Power user
USR-13724,Aggressive,Growing,Status spender,
USR-13725,Conservative,Entry,Traveler,Power user
USR-13726,,,Traveler,Casual
USR-13727,Conservative,Entry,Traveler,Casual
USR-13728,,,Foodie/Social,Dormant
USR-13729,,,Traveler,Casual
USR-13730,Conservative,Entry,Tech/Digital native,Power user
USR-13731,,,Traveler,Casual
USR-13732,Distressed,Entry,Traveler,Casual
USR-13733,,,Foodie/Social,Dormant
USR-13734,Distressed,Entry,Traveler,Dormant
USR-13735,Conservative,Affluent,Family/Home,Power user
USR-13736,,,Traveler,Casual
USR-13737,,,Traveler,Dormant
USR-13738,,,Traveler,Casual
USR-13739,,,Status spender,Casual
USR-13740,Moderate,Entry,Traveler,Power user
USR-13741,Conservative,Growing,Status spender,Power user
USR-13742,Conservative,Entry,Tech/Digital native,Power user
USR-13743,Moderate,Entry,Essential spender,Power user
USR-13744,,,Traveler,At-risk
USR-13745,Moderate,Growing,Status spender,Casual
USR-13746,Moderate,Affluent,Family/Home,Power user
USR-13747,,,Traveler,At-risk
USR-13748,Moderate,Entry,Family/Home,
USR-13749,,,Traveler,
USR-13750,Aggressive,Entry,Traveler,Power user
USR-13751,,,Tech/Digital native,Casual
USR-13752,Moderate,Growing,Status spender,Casual
USR-13753,,,Traveler,Casual
USR-13754,Conservative,Affluent,Family/Home,Power user
USR-13755,,,Family/Home,Casual
USR-13756,Distressed,Entry,Traveler,Casual
USR-13757,Moderate,Established,Family/Home,Power user
USR-13758,Distressed,Entry,Traveler,Power user
USR-13759,Moderate,Growing,Status spender,Casual
USR-13760,Conservative,Entry,Traveler,Power user
USR-13761,Aggressive,Entry,Traveler,
USR-13762,Conservative,Growing,Status spender,Power user
USR-13763,Moderate,Entry,Essential spender,Power user
USR-13764,Aggressive,Entry,Traveler,Casual
USR-13765,Conservative,Growing,Status spender,Power user
USR-13766,Conservative,Entry,Traveler,Casual
USR-13767,,,Traveler,Casual
USR-13768,Conservative,Affluent,Status spender,Power user
USR-13769,Distressed,Entry,Traveler,Casual
USR-13770,,,Traveler,Casual
USR-13771,,,Family/Home,Casual
USR-13772,Aggressive,Entry,Essential spender,Casual
USR-13773,Conservative,Entry,Traveler,Power user
USR-13774,Moderate,Entry,Traveler,Casual
USR-13775,,,Traveler,Casual
USR-13776,Distressed,Entry,Traveler,Casual
USR-13777,Conservative,Established,Traveler,Power user
USR-13778,Distressed,Entry,Traveler,Power user
USR-13779,Moderate,Affluent,Family/Home,Power user
USR-13780,,,Family/Home,
USR-13781,Distressed,Entry,Traveler,Power user
USR-13782,,,Traveler,At-risk
USR-13783,Aggressive,Entry,Traveler,Power user
USR-13784,,,Traveler,Power user
USR-13785,,,Family/Home,Casual
USR-13786,Conservative,Entry,Traveler,Power user
USR-13787,Aggressive,Entry,Traveler,Power user
USR-13788,Distressed,Entry,Traveler,Power user
USR-13789,,,Traveler,Power user
USR-13790,Conservative,Affluent,Family/Home,
USR-13791,Moderate,Entry,Tech/Digital native,Power user
USR-13792,,,Traveler,Casual
USR-13793,Conservative,Affluent,Family/Home,Power user
USR-13794,Distressed,Entry,Traveler,
USR-13795,Aggressive,Entry,Tech/Digital native,Casual
USR-13796,Conservative,Entry,Family/Home,Casual
USR-13797,Moderate,Growing,Status spender,Power user
USR-13798,,,Family/Home,Power user
USR-13799,,,Family/Home,Casual
USR-13800,Distressed,Entry,Traveler,Power user
USR-13801,,,Traveler,At-risk
USR-13802,,,Family/Home,Casual
USR-13803,Conservative,Entry,Family/Home,
USR-13804,Conservative,Entry,Family/Home,Power user
USR-13805,Conservative,Affluent,Family/Home,Power user
USR-13806,Conservative,Growing,Tech/Digital native,Power user
USR-13807,Aggressive,Entry,Tech/Digital native,Casual
USR-13808,Conservative,Established,Family/Home,Power user
USR-13809,Aggressive,Entry,Traveler,Power user
USR-13810,Aggressive,Entry,Essential spender,Casual
USR-13811,Aggressive,Entry,Traveler,Power user
USR-13812,Conservative,Growing,Status spender,Power user
USR-13813,Aggressive,Entry,Traveler,Power user
USR-13814,Moderate,Affluent,Family/Home,Power user
USR-13815,,,Traveler,Casual
USR-13816,Aggressive,Entry,Traveler,Casual
USR-13817,Conservative,Affluent,Family/Home,Power user
USR-13818,Moderate,Entry,Traveler,Power user
USR-13819,Conservative,Established,Family/Home,Power user
USR-13820,,,Traveler,Casual
USR-13821,Aggressive,Entry,Tech/Digital native,Casual
USR-13822,,,Traveler,Casual
USR-13823,,,Traveler,Dormant
USR-13824,Aggressive,Entry,Traveler,
USR-13825,Conservative,Affluent,Family/Home,Power user
USR-13826,Aggressive,Entry,Essential spender,Power user
USR-13827,Conservative,Entry,Traveler,Power user
USR-13828,Distressed,Entry,Traveler,Power user
USR-13829,Aggressive,Entry,Tech/Digital native,Power user
USR-13830,Conservative,Affluent,Family/Home,Power user
USR-13831,Conservative,Growing,Status spender,Power user
USR-13832,Conservative,Established,Family/Home,Power user
USR-13833,Aggressive,Entry,Traveler,
USR-13834,,,Traveler,
USR-13835,Aggressive,Entry,Traveler,Casual
USR-13836,Distressed,Entry,Traveler,Power user
USR-13837,Aggressive,Entry,Tech/Digital native,Casual
USR-13838,,,Traveler,At-risk
USR-13839,Conservative,Entry,Family/Home,Power user
USR-13840,,,Traveler,Casual
USR-13841,Aggressive,Entry,Foodie/Social,At-risk
USR-13842,Conservative,Entry,Family/Home,Power user
USR-13843,Conservative,Growing,Status spender,Power user
USR-13844,Moderate,Affluent,Family/Home,Power user
USR-13845,Distressed,Entry,Traveler,Power user
USR-13846,,,Traveler,At-risk
USR-13847,Moderate,Established,Family/Home,Power user
USR-13848,,,Family/Home,Power user
USR-13849,,,Tech/Digital native,Casual
USR-13850,,,Foodie/Social,At-risk
USR-13851,Conservative,Established,Family/Home,Power user
USR-13852,Distressed,Entry,Traveler,Power user
USR-13853,Distressed,Entry,Traveler,Casual
USR-13854,Conservative,Established,Family/Home,Power user
USR-13855,Distressed,Entry,Traveler,Power user
USR-13856,Aggressive,Entry,Essential spender,Casual
USR-13857,,,Traveler,At-risk
USR-13858,,,Tech/Digital native,Casual
USR-13859,Conservative,Entry,Traveler,Power user
USR-13860,Moderate,Entry,Foodie/Social,Dormant
USR-13861,Distressed,Entry,Traveler,Power user
USR-13862,Distressed,Entry,Traveler,Power user
USR-13863,Aggressive,Entry,Traveler,Casual
USR-13864,Distressed,Entry,Traveler,Power user
USR-13865,Conservative,Affluent,Family/Home,Power user
USR-13866,Moderate,Established,Traveler,Power user
USR-13867,Moderate,Entry,Tech/Digital native,Casual
USR-13868,Moderate,Entry,Traveler,Casual
USR-13869,Aggressive,Entry,Traveler,Power user
USR-13870,Aggressive,Growing,Status spender,Power user
USR-13871,Aggressive,Entry,Traveler,Casual
USR-13872,Moderate,Entry,Traveler,Power user
USR-13873,Moderate,Established,Family/Home,Power user
USR-13874,Conservative,Established,Family/Home,Power user
USR-13875,Aggressive,Entry,Tech/Digital native,Casual
USR-13876,Conservative,Established,Family/Home,Power user
USR-13877,Aggressive,Entry,Essential spender,Casual
USR-13878,Moderate,Affluent,Family/Home,Power user
USR-13879,Moderate,Entry,Traveler,Power user
USR-13880,Distressed,Entry,Traveler,Power user
USR-13881,,,Tech/Digital native,
USR-13882,Aggressive,Entry,Essential spender,Casual
USR-13883,Moderate,Entry,Traveler,Power user
USR-13884,Aggressive,Entry,Essential spender,Power user
USR-13885,Conservative,Established,Family/Home,Power user
USR-13886,,,Family/Home,Casual
USR-13887,,,Tech/Digital native,Casual
USR-13888,Aggressive,Entry,Traveler,Power user
USR-13889,Distressed,Entry,Traveler,Power user
USR-13890,,,Traveler,Casual
USR-13891,Conservative,Established,Family/Home,Power user
USR-13892,Conservative,Entry,Traveler,Power user
USR-13893,,,Family/Home,Power user
USR-13894,,,Essential spender,Casual
USR-13895,Aggressive,Growing,Status spender,Power user
USR-13896,,,Status spender,Casual
USR-13897,Moderate,Growing,Status spender,Power user
USR-13898,Distressed,Entry,Traveler,Casual
USR-13899,,,Traveler,Casual
USR-13900,Conservative,Entry,Traveler,Casual
USR-13901,Distressed,Entry,Traveler,Casual
USR-13902,Conservative,Entry,Essential spender,Power user
USR-13903,Conservative,Growing,Status spender,Power user
USR-13904,Moderate,Affluent,Family/Home,Power user
USR-13905,Aggressive,Entry,Essential spender,Casual
USR-13906,Moderate,Entry,Traveler,Power user
USR-13907,Conservative,Entry,Traveler,Casual
USR-13908,,,Family/Home,Casual
USR-13909,Aggressive,Entry,Tech/Digital native,Casual
USR-13910,Aggressive,Entry,Traveler,Power user
USR-13911,,,Foodie/Social,Casual
USR-13912,,,Traveler,At-risk
